Row,Phase,Week,Solution,Replication,Height,Greenness,Surface,Roots,Organs
1194,Phase 2,Week 1,Solution 2,Replication 18,1.67,2,10.49,1,2
1195,Phase 2,Week 1,Solution 2,Replication 19,1.51,2,13.18,1,1
1196,Phase 2,Week 1,Solution 2,Replication 20,1.28,3,12.25,1,2
1197,Phase 2,Week 1,Solution 2,Replication 21,1.08,2,10.17,1,2
1198,Phase 2,Week 1,Solution 2,Replication 22,1.05,3,13.23,1,1
1199,Phase 2,Week 1,Solution 2,Replication 23,1.62,2,12.68,1,2
1200,Phase 2,Week 1,Solution 2,Replication 24,1.40,2,10.89,2,2
1201,Phase 2,Week 1,Solution 2,Replication 25,1.95,3,10.28,1,1
1202,Phase 2,Week 1,Solution 2,Replication 26,1.86,3,12.59,1,1
1203,Phase 2,Week 1,Solution 2,Replication 27,1.11,3,12.78,1,2
1204,Phase 2,Week 1,Solution 3,Replication 1,1.08,4,12.04,1,2
1205,Phase 2,Week 1,Solution 3,Replication 2,1.47,4,14.55,2,1
1206,Phase 2,Week 1,Solution 3,Replication 3,1.90,3,11.76,1,2
1207,Phase 2,Week 1,Solution 3,Replication 4,1.64,4,14.55,1,1
1208,Phase 2,Week 1,Solution 3,Replication 5,1.85,4,11.73,1,1
1209,Phase 2,Week 1,Solution 3,Replication 6,1.12,3,14.65,1,2
1210,Phase 2,Week 1,Solution 3,Replication 7,1.11,4,12.25,1,2
1211,Phase 2,Week 1,Solution 3,Replication 8,1.51,3,13.04,1,1
1212,Phase 2,Week 1,Solution 3,Replication 9,1.39,3,14.39,1,2
1213,Phase 2,Week 1,Solution 3,Replication 10,1.52,3,11.38,1,1
1214,Phase 2,Week 1,Solution 3,Replication 11,1.02,3,13.39,2,2
1215,Phase 2,Week 1,Solution 3,Replication 12,1.76,4,10.20,2,2
1216,Phase 2,Week 1,Solution 3,Replication 13,1.29,3,14.47,1,1
1217,Phase 2,Week 1,Solution 3,Replication 14,1.86,3,10.64,1,2
1218,Phase 2,Week 1,Solution 3,Replication 15,1.39,3,13.50,1,1
1219,Phase 2,Week 1,Solution 3,Replication 16,1.02,4,11.96,2,1
1220,Phase 2,Week 1,Solution 3,Replication 17,1.50,4,11.46,1,2
1221,Phase 2,Week 1,Solution 3,Replication 18,1.71,3,11.64,2,2
1222,Phase 2,Week 1,Solution 3,Replication 19,1.46,4,11.40,2,1
1223,Phase 2,Week 1,Solution 3,Replication 20,1.74,3,14.20,1,2
1224,Phase 2,Week 1,Solution 3,Replication 21,1.65,3,12.34,1,2
1225,Phase 2,Week 1,Solution 3,Replication 22,1.68,3,11.70,1,2
1226,Phase 2,Week 1,Solution 3,Replication 23,1.67,3,10.55,2,2
1227,Phase 2,Week 1,Solution 3,Replication 24,1.12,3,13.52,2,2
1228,Phase 2,Week 1,Solution 3,Replication 25,1.82,3,13.48,2,1
1229,Phase 2,Week 1,Solution 3,Replication 26,1.89,3,12.26,1,2
1230,Phase 2,Week 1,Solution 3,Replication 27,1.63,3,14.83,2,2
1231,Phase 2,Week 1,Solution 5,Replication 1,1.75,4,11.07,2,2
1232,Phase 2,Week 1,Solution 5,Replication 2,1.03,3,13.80,1,1
1233,Phase 2,Week 1,Solution 5,Replication 3,1.95,4,13.20,1,2
1234,Phase 2,Week 1,Solution 5,Replication 4,1.69,3,11.79,1,2
1235,Phase 2,Week 1,Solution 5,Replication 5,1.07,3,13.83,1,1
1236,Phase 2,Week 1,Solution 5,Replication 6,1.77,4,12.36,1,1
1237,Phase 2,Week 1,Solution 5,Replication 7,1.58,4,10.02,2,1
1238,Phase 2,Week 1,Solution 5,Replication 8,1.08,3,13.89,1,2
1239,Phase 2,Week 1,Solution 5,Replication 9,1.46,4,11.94,1,1
1240,Phase 2,Week 1,Solution 5,Replication 10,1.69,3,14.99,1,1
1241,Phase 2,Week 1,Solution 5,Replication 11,1.46,4,12.37,2,2
1242,Phase 2,Week 1,Solution 5,Replication 12,1.76,3,12.81,1,2
1243,Phase 2,Week 1,Solution 5,Replication 13,1.75,3,13.16,2,2
1244,Phase 2,Week 1,Solution 5,Replication 14,1.09,3,12.64,1,1
1245,Phase 2,Week 1,Solution 5,Replication 15,1.68,3,13.47,1,2
1246,Phase 2,Week 1,Solution 5,Replication 16,1.60,3,14.29,2,1
1247,Phase 2,Week 1,Solution 5,Replication 17,1.91,4,12.79,2,2
1248,Phase 2,Week 1,Solution 5,Replication 18,1.49,4,11.64,1,2
1249,Phase 2,Week 1,Solution 5,Replication 19,1.43,4,10.34,2,2
1250,Phase 2,Week 1,Solution 5,Replication 20,1.07,3,12.29,2,2
1251,Phase 2,Week 1,Solution 5,Replication 21,1.60,4,11.82,1,2
1252,Phase 2,Week 1,Solution 5,Replication 22,1.87,4,10.60,1,1
1253,Phase 2,Week 1,Solution 5,Replication 23,1.59,4,11.92,2,1
1254,Phase 2,Week 1,Solution 5,Replication 24,1.66,4,10.27,2,2
1255,Phase 2,Week 1,Solution 5,Replication 25,1.42,3,11.08,1,1
1256,Phase 2,Week 1,Solution 5,Replication 26,1.03,4,13.65,2,1
1257,Phase 2,Week 1,Solution 5,Replication 27,1.38,4,12.11,1,1
1258,Phase 2,Week 1,Solution 6,Replication 1,1.39,3,12.05,1,1
1259,Phase 2,Week 1,Solution 6,Replication 2,1.63,2,11.77,2,2
1260,Phase 2,Week 1,Solution 6,Replication 3,1.94,2,13.09,1,1
1261,Phase 2,Week 1,Solution 6,Replication 4,1.37,3,12.30,2,2
1262,Phase 2,Week 1,Solution 6,Replication 5,1.64,3,14.89,2,1
1263,Phase 2,Week 1,Solution 6,Replication 6,1.30,3,12.76,1,2
1264,Phase 2,Week 1,Solution 6,Replication 7,1.34,2,12.41,2,1
1265,Phase 2,Week 1,Solution 6,Replication 8,1.07,3,13.95,2,2
1266,Phase 2,Week 1,Solution 6,Replication 9,1.87,3,12.30,2,2
1267,Phase 2,Week 1,Solution 6,Replication 10,1.78,3,14.47,2,1
1268,Phase 2,Week 1,Solution 6,Replication 11,1.61,2,14.53,2,1
1269,Phase 2,Week 1,Solution 6,Replication 12,1.59,2,14.17,2,2
1270,Phase 2,Week 1,Solution 6,Replication 13,1.82,3,14.54,2,2
1271,Phase 2,Week 1,Solution 6,Replication 14,1.45,3,13.94,2,1
1272,Phase 2,Week 1,Solution 6,Replication 15,1.79,3,10.16,1,2
1273,Phase 2,Week 1,Solution 6,Replication 16,1.97,3,14.29,1,2
1274,Phase 2,Week 1,Solution 6,Replication 17,1.60,3,13.93,1,1
1275,Phase 2,Week 1,Solution 6,Replication 18,1.01,3,12.84,2,1
1276,Phase 2,Week 1,Solution 6,Replication 19,1.41,3,13.91,2,1
1277,Phase 2,Week 1,Solution 6,Replication 20,1.98,3,13.95,1,2
1278,Phase 2,Week 1,Solution 6,Replication 21,1.62,2,12.39,2,1
1279,Phase 2,Week 1,Solution 6,Replication 22,1.57,3,10.78,1,1
1280,Phase 2,Week 1,Solution 6,Replication 23,1.33,2,11.71,1,2
1281,Phase 2,Week 1,Solution 6,Replication 24,1.20,3,13.44,2,1
1282,Phase 2,Week 1,Solution 6,Replication 25,1.71,2,12.94,2,2
1283,Phase 2,Week 1,Solution 6,Replication 26,1.01,2,13.76,1,1
1284,Phase 2,Week 1,Solution 6,Replication 27,1.30,3,12.90,2,2
1285,Phase 2,Week 1,Solution 7,Replication 1,1.59,2,13.76,1,1
1286,Phase 2,Week 1,Solution 7,Replication 2,1.12,2,10.13,2,2
1287,Phase 2,Week 1,Solution 7,Replication 3,1.72,3,11.10,1,1
1288,Phase 2,Week 1,Solution 7,Replication 4,1.62,2,14.63,1,2
1289,Phase 2,Week 1,Solution 7,Replication 5,1.58,3,10.81,1,1
1290,Phase 2,Week 1,Solution 7,Replication 6,1.46,2,13.19,2,2
1291,Phase 2,Week 1,Solution 7,Replication 7,1.01,3,12.20,2,2
1292,Phase 2,Week 1,Solution 7,Replication 8,1.37,3,12.35,2,2
1293,Phase 2,Week 1,Solution 7,Replication 9,1.19,3,11.00,2,1
1294,Phase 2,Week 1,Solution 7,Replication 10,1.32,2,14.93,1,1
1295,Phase 2,Week 1,Solution 7,Replication 11,1.87,2,13.92,2,2
1296,Phase 2,Week 1,Solution 7,Replication 12,2.00,3,12.44,2,2
1297,Phase 2,Week 1,Solution 7,Replication 13,2.00,2,14.10,1,1
1298,Phase 2,Week 1,Solution 7,Replication 14,1.41,2,11.17,1,1
1299,Phase 2,Week 1,Solution 7,Replication 15,1.45,2,11.09,1,2
1300,Phase 2,Week 1,Solution 7,Replication 16,1.06,3,11.23,2,2
1301,Phase 2,Week 1,Solution 7,Replication 17,1.77,3,13.77,1,1
1302,Phase 2,Week 1,Solution 7,Replication 18,1.03,2,11.46,2,2
1303,Phase 2,Week 1,Solution 7,Replication 19,1.43,2,13.50,1,2
1304,Phase 2,Week 1,Solution 7,Replication 20,1.32,2,12.94,2,1
1305,Phase 2,Week 1,Solution 7,Replication 21,1.75,3,11.38,2,2
1306,Phase 2,Week 1,Solution 7,Replication 22,1.47,3,11.36,1,2
1307,Phase 2,Week 1,Solution 7,Replication 23,1.33,2,11.84,2,2
1308,Phase 2,Week 1,Solution 7,Replication 24,1.95,3,13.01,1,1
1309,Phase 2,Week 1,Solution 7,Replication 25,1.94,2,10.39,2,2
1310,Phase 2,Week 1,Solution 7,Replication 26,1.78,3,14.49,1,1
1311,Phase 2,Week 1,Solution 7,Replication 27,1.60,3,13.84,1,2
1312,Phase 2,Week 1,Solution 10,Replication 1,1.29,3,10.27,1,1
1313,Phase 2,Week 1,Solution 10,Replication 2,1.28,4,12.65,2,1
1314,Phase 2,Week 1,Solution 10,Replication 3,1.79,4,10.75,1,1
1315,Phase 2,Week 1,Solution 10,Replication 4,1.99,4,14.59,1,1
1316,Phase 2,Week 1,Solution 10,Replication 5,1.99,3,13.28,1,2
1317,Phase 2,Week 1,Solution 10,Replication 6,1.13,3,14.71,2,2
1318,Phase 2,Week 1,Solution 10,Replication 7,1.40,4,14.88,1,1
1319,Phase 2,Week 1,Solution 10,Replication 8,1.45,4,13.01,1,1
1320,Phase 2,Week 1,Solution 10,Replication 9,1.07,4,11.68,2,2
1321,Phase 2,Week 1,Solution 10,Replication 10,1.74,4,13.54,2,2
1322,Phase 2,Week 1,Solution 10,Replication 11,1.62,3,10.03,2,1
1323,Phase 2,Week 1,Solution 10,Replication 12,1.56,4,11.09,2,1
1324,Phase 2,Week 1,Solution 10,Replication 13,1.18,4,12.32,2,1
1325,Phase 2,Week 1,Solution 10,Replication 14,1.87,3,11.92,2,1
1326,Phase 2,Week 1,Solution 10,Replication 15,1.31,4,14.81,1,2
1327,Phase 2,Week 1,Solution 10,Replication 16,1.45,4,13.55,2,2
1328,Phase 2,Week 1,Solution 10,Replication 17,1.66,3,14.02,2,2
1329,Phase 2,Week 1,Solution 10,Replication 18,1.93,3,13.51,2,1
1330,Phase 2,Week 1,Solution 10,Replication 19,1.02,3,11.11,2,2
1331,Phase 2,Week 1,Solution 10,Replication 20,1.92,3,12.37,1,2
1332,Phase 2,Week 1,Solution 10,Replication 21,1.05,4,11.06,1,2
1333,Phase 2,Week 1,Solution 10,Replication 22,1.50,3,13.31,2,2
1334,Phase 2,Week 1,Solution 10,Replication 23,1.93,3,13.22,2,2
1335,Phase 2,Week 1,Solution 10,Replication 24,1.77,4,14.64,2,1
1336,Phase 2,Week 1,Solution 10,Replication 25,1.08,4,12.62,2,2
1337,Phase 2,Week 1,Solution 10,Replication 26,1.57,3,10.27,1,2
1338,Phase 2,Week 1,Solution 10,Replication 27,1.30,3,11.34,2,1
1339,Phase 2,Week 1,Solution 13,Replication 1,1.57,2,11.88,2,2
1340,Phase 2,Week 1,Solution 13,Replication 2,1.22,2,14.87,2,2
1341,Phase 2,Week 1,Solution 13,Replication 3,1.98,2,14.14,1,1
1342,Phase 2,Week 1,Solution 13,Replication 4,1.11,2,13.46,1,2
1343,Phase 2,Week 1,Solution 13,Replication 5,1.90,3,11.19,2,1
1344,Phase 2,Week 1,Solution 13,Replication 6,1.87,3,13.47,1,2
1345,Phase 2,Week 1,Solution 13,Replication 7,1.07,2,14.63,2,1
1346,Phase 2,Week 1,Solution 13,Replication 8,1.16,2,10.12,1,1
1347,Phase 2,Week 1,Solution 13,Replication 9,1.02,3,15.00,1,1
1348,Phase 2,Week 1,Solution 13,Replication 10,1.89,2,10.33,2,1
1349,Phase 2,Week 1,Solution 13,Replication 11,1.43,2,11.25,2,2
1350,Phase 2,Week 1,Solution 13,Replication 12,1.69,2,11.10,1,2
1351,Phase 2,Week 1,Solution 13,Replication 13,1.81,3,12.86,2,2
1352,Phase 2,Week 1,Solution 13,Replication 14,1.27,2,11.39,2,1
1353,Phase 2,Week 1,Solution 13,Replication 15,1.65,3,12.62,1,2
1354,Phase 2,Week 1,Solution 13,Replication 16,1.12,3,14.15,2,2
1355,Phase 2,Week 1,Solution 13,Replication 17,1.87,2,11.35,1,1
1356,Phase 2,Week 1,Solution 13,Replication 18,1.16,2,10.68,1,1
1357,Phase 2,Week 1,Solution 13,Replication 19,1.56,3,11.70,2,1
1358,Phase 2,Week 1,Solution 13,Replication 20,1.59,2,13.82,2,1
1359,Phase 2,Week 1,Solution 13,Replication 21,1.97,3,12.04,2,1
1360,Phase 2,Week 1,Solution 13,Replication 22,1.73,3,11.28,1,2
1361,Phase 2,Week 1,Solution 13,Replication 23,1.79,3,11.74,2,2
1362,Phase 2,Week 1,Solution 13,Replication 24,1.95,2,13.38,2,2
1363,Phase 2,Week 1,Solution 13,Replication 25,1.81,3,13.85,2,1
1364,Phase 2,Week 1,Solution 13,Replication 26,1.01,2,10.24,2,1
1365,Phase 2,Week 1,Solution 13,Replication 27,1.76,2,13.20,1,2
1366,Phase 2,Week 1,Solution 14,Replication 1,1.46,2,12.81,1,2
1367,Phase 2,Week 1,Solution 14,Replication 2,1.89,2,14.41,1,1
1368,Phase 2,Week 1,Solution 14,Replication 3,1.42,2,11.78,2,1
1369,Phase 2,Week 1,Solution 14,Replication 4,1.91,2,10.41,1,2
1370,Phase 2,Week 1,Solution 14,Replication 5,1.79,2,12.77,1,1
1371,Phase 2,Week 1,Solution 14,Replication 6,1.75,2,14.34,2,1
1372,Phase 2,Week 1,Solution 14,Replication 7,1.95,3,10.41,1,1
1373,Phase 2,Week 1,Solution 14,Replication 8,1.90,3,14.68,1,2
1374,Phase 2,Week 1,Solution 14,Replication 9,1.73,3,14.79,2,1
1375,Phase 2,Week 1,Solution 14,Replication 10,1.35,2,12.32,1,2
1376,Phase 2,Week 1,Solution 14,Replication 11,1.83,3,13.07,1,1
1377,Phase 2,Week 1,Solution 14,Replication 12,1.29,3,12.37,1,1
1378,Phase 2,Week 1,Solution 14,Replication 13,1.38,3,11.86,1,1
1379,Phase 2,Week 1,Solution 14,Replication 14,1.44,2,11.17,2,1
1380,Phase 2,Week 1,Solution 14,Replication 15,1.72,3,10.66,2,2
1381,Phase 2,Week 1,Solution 14,Replication 16,1.48,3,13.88,2,1
1382,Phase 2,Week 1,Solution 14,Replication 17,1.07,3,11.23,2,2
1383,Phase 2,Week 1,Solution 14,Replication 18,1.88,2,10.84,1,1
1384,Phase 2,Week 1,Solution 14,Replication 19,1.02,2,12.09,1,2
1385,Phase 2,Week 1,Solution 14,Replication 20,1.53,3,12.86,1,1
1386,Phase 2,Week 1,Solution 14,Replication 21,1.43,3,10.53,1,1
1387,Phase 2,Week 1,Solution 14,Replication 22,1.46,2,14.01,1,1
1388,Phase 2,Week 1,Solution 14,Replication 23,1.44,2,14.55,2,1
1389,Phase 2,Week 1,Solution 14,Replication 24,1.17,3,11.10,1,2
1390,Phase 2,Week 1,Solution 14,Replication 25,1.56,3,14.06,1,1
1391,Phase 2,Week 1,Solution 14,Replication 26,1.41,2,12.86,2,1
1392,Phase 2,Week 1,Solution 14,Replication 27,1.22,2,12.47,1,2
1393,Phase 2,Week 1,Solution 16,Replication 1,1.22,3,14.40,1,2
1394,Phase 2,Week 1,Solution 16,Replication 2,1.92,3,11.67,2,1
1395,Phase 2,Week 1,Solution 16,Replication 3,1.39,4,12.89,2,2
1396,Phase 2,Week 1,Solution 16,Replication 4,1.51,3,14.34,2,2
1397,Phase 2,Week 1,Solution 16,Replication 5,1.05,4,12.39,2,2
1398,Phase 2,Week 1,Solution 16,Replication 6,1.78,4,13.67,2,1
1399,Phase 2,Week 1,Solution 16,Replication 7,1.55,3,10.95,2,2
1400,Phase 2,Week 1,Solution 16,Replication 8,1.06,3,14.69,1,1
1401,Phase 2,Week 1,Solution 16,Replication 9,1.42,4,10.01,1,1
1402,Phase 2,Week 1,Solution 16,Replication 10,1.90,4,13.84,1,2
1403,Phase 2,Week 1,Solution 16,Replication 11,1.55,4,14.48,2,2
1404,Phase 2,Week 1,Solution 16,Replication 12,1.46,4,10.61,2,1
1405,Phase 2,Week 1,Solution 16,Replication 13,1.67,4,13.93,1,2
1406,Phase 2,Week 1,Solution 16,Replication 14,1.64,4,13.15,2,1
1407,Phase 2,Week 1,Solution 16,Replication 15,1.20,4,11.59,2,2
1408,Phase 2,Week 1,Solution 16,Replication 16,1.14,3,13.93,1,1
1409,Phase 2,Week 1,Solution 16,Replication 17,1.76,4,11.46,1,1
1410,Phase 2,Week 1,Solution 16,Replication 18,1.04,3,14.35,2,1
1411,Phase 2,Week 1,Solution 16,Replication 19,1.53,4,10.62,1,1
1412,Phase 2,Week 1,Solution 16,Replication 20,1.21,3,12.89,1,2
1413,Phase 2,Week 1,Solution 16,Replication 21,1.27,4,14.83,1,2
1414,Phase 2,Week 1,Solution 16,Replication 22,1.82,3,12.96,1,2
1415,Phase 2,Week 1,Solution 16,Replication 23,1.33,3,12.59,2,2
1416,Phase 2,Week 1,Solution 16,Replication 24,1.73,4,12.40,2,1
1417,Phase 2,Week 1,Solution 16,Replication 25,1.02,4,14.93,2,1
1418,Phase 2,Week 1,Solution 16,Replication 26,1.72,3,12.30,2,2
1419,Phase 2,Week 1,Solution 16,Replication 27,1.08,4,11.49,2,2
1420,Phase 2,Week 1,Solution 18,Replication 1,1.72,4,13.00,2,2
1421,Phase 2,Week 1,Solution 18,Replication 2,1.56,4,10.20,2,2
1422,Phase 2,Week 1,Solution 18,Replication 3,1.82,3,10.33,1,1
1423,Phase 2,Week 1,Solution 18,Replication 4,1.06,3,14.67,1,1
1424,Phase 2,Week 1,Solution 18,Replication 5,1.32,3,14.76,1,1
1425,Phase 2,Week 1,Solution 18,Replication 6,1.44,3,12.81,2,1
1426,Phase 2,Week 1,Solution 18,Replication 7,1.00,4,14.47,2,1
1427,Phase 2,Week 1,Solution 18,Replication 8,1.53,3,13.71,1,2
1428,Phase 2,Week 1,Solution 18,Replication 9,1.16,4,13.81,1,2
1429,Phase 2,Week 1,Solution 18,Replication 10,1.06,4,14.03,2,2
1430,Phase 2,Week 1,Solution 18,Replication 11,1.56,3,11.05,1,1
1431,Phase 2,Week 1,Solution 18,Replication 12,1.69,3,12.72,1,2
1432,Phase 2,Week 1,Solution 18,Replication 13,1.21,3,12.09,1,1
1433,Phase 2,Week 1,Solution 18,Replication 14,1.73,4,12.40,2,2
1434,Phase 2,Week 1,Solution 18,Replication 15,1.42,4,10.30,2,2
1435,Phase 2,Week 1,Solution 18,Replication 16,2.00,4,10.22,1,2
1436,Phase 2,Week 1,Solution 18,Replication 17,1.77,3,14.35,1,2
1437,Phase 2,Week 1,Solution 18,Replication 18,1.40,3,14.83,2,1
1438,Phase 2,Week 1,Solution 18,Replication 19,1.44,3,12.88,2,1
1439,Phase 2,Week 1,Solution 18,Replication 20,1.59,4,10.62,1,2
1440,Phase 2,Week 1,Solution 18,Replication 21,1.15,3,14.67,1,1
1441,Phase 2,Week 1,Solution 18,Replication 22,1.84,4,14.95,2,2
1442,Phase 2,Week 1,Solution 18,Replication 23,1.96,3,11.31,1,2
1443,Phase 2,Week 1,Solution 18,Replication 24,1.22,4,11.39,1,2
1444,Phase 2,Week 1,Solution 18,Replication 25,1.23,4,11.73,2,2
1445,Phase 2,Week 1,Solution 18,Replication 26,1.81,3,12.37,1,1
1446,Phase 2,Week 1,Solution 18,Replication 27,1.99,4,14.58,1,2
1447,Phase 2,Week 1,Control,Replication 1,2.40,4,16.38,1,1
1448,Phase 2,Week 1,Control,Replication 2,2.90,4,18.92,1,1
1449,Phase 2,Week 1,Control,Replication 3,2.01,5,16.09,2,2
1450,Phase 2,Week 1,Control,Replication 4,2.39,4,19.09,2,1
1451,Phase 2,Week 1,Control,Replication 5,2.81,5,16.83,1,1
1452,Phase 2,Week 1,Control,Replication 6,2.08,4,17.85,2,1
1453,Phase 2,Week 1,Control,Replication 7,2.07,4,18.26,2,1
1454,Phase 2,Week 1,Control,Replication 8,2.96,5,15.32,1,1
1455,Phase 2,Week 1,Control,Replication 9,2.68,4,15.28,2,1
1456,Phase 2,Week 1,Control,Replication 10,2.87,5,16.75,2,1
1457,Phase 2,Week 1,Control,Replication 11,2.09,5,16.29,1,1
1458,Phase 2,Week 1,Control,Replication 12,2.67,5,17.11,2,1
1459,Phase 2,Week 1,Control,Replication 13,2.95,5,16.98,2,2
1460,Phase 2,Week 1,Control,Replication 14,2.98,4,16.77,1,1
1461,Phase 2,Week 1,Control,Replication 15,2.85,4,17.48,1,1
1462,Phase 2,Week 1,Control,Replication 16,2.90,5,17.16,2,1
1463,Phase 2,Week 1,Control,Replication 17,2.02,4,19.10,2,2
1464,Phase 2,Week 1,Control,Replication 18,2.92,4,16.30,1,1
1465,Phase 2,Week 1,Control,Replication 19,2.67,5,19.12,2,2
1466,Phase 2,Week 1,Control,Replication 20,2.74,5,19.06,2,1
1467,Phase 2,Week 1,Control,Replication 21,2.44,4,16.51,2,1
1468,Phase 2,Week 1,Control,Replication 22,2.47,4,17.16,2,2
1469,Phase 2,Week 1,Control,Replication 23,2.67,4,19.56,2,2
1470,Phase 2,Week 1,Control,Replication 24,2.55,4,17.55,2,1
1471,Phase 2,Week 1,Control,Replication 25,2.11,4,16.34,1,2
1472,Phase 2,Week 1,Control,Replication 26,2.31,5,17.88,2,2
1473,Phase 2,Week 1,Control,Replication 27,2.69,5,19.48,1,1
1474,Phase 2,Week 2,Solution 2,Replication 1,4.09,3,16.82,2,2
1475,Phase 2,Week 2,Solution 2,Replication 2,4.32,2,19.05,1,2
1476,Phase 2,Week 2,Solution 2,Replication 3,4.85,3,15.10,1,2
1477,Phase 2,Week 2,Solution 2,Replication 4,4.92,2,16.12,1,1
1478,Phase 2,Week 2,Solution 2,Replication 5,4.40,2,18.52,1,2
1479,Phase 2,Week 2,Solution 2,Replication 6,4.66,3,14.66,2,2
1480,Phase 2,Week 2,Solution 2,Replication 7,4.37,3,17.47,2,1
1481,Phase 2,Week 2,Solution 2,Replication 8,4.23,3,15.52,1,2
1482,Phase 2,Week 2,Solution 2,Replication 9,4.67,3,10.42,2,1
1483,Phase 2,Week 2,Solution 2,Replication 10,4.60,2,16.56,1,1
1484,Phase 2,Week 2,Solution 2,Replication 11,4.18,2,11.44,1,1
1485,Phase 2,Week 2,Solution 2,Replication 12,4.18,3,15.58,1,1
1486,Phase 2,Week 2,Solution 2,Replication 13,4.05,3,15.45,1,1
1487,Phase 2,Week 2,Solution 2,Replication 14,4.50,2,17.46,2,2
1488,Phase 2,Week 2,Solution 2,Replication 15,4.28,2,15.82,2,2
1489,Phase 2,Week 2,Solution 2,Replication 16,4.87,3,12.19,1,2
1490,Phase 2,Week 2,Solution 2,Replication 17,4.89,2,19.69,1,1
1491,Phase 2,Week 2,Solution 2,Replication 18,4.67,3,17.08,1,2
1492,Phase 2,Week 2,Solution 2,Replication 19,4.30,3,19.09,2,2
1493,Phase 2,Week 2,Solution 2,Replication 20,4.68,2,10.84,2,1
1494,Phase 2,Week 2,Solution 2,Replication 21,4.91,2,15.56,2,1
1495,Phase 2,Week 2,Solution 2,Replication 22,4.54,3,14.65,1,1
1496,Phase 2,Week 2,Solution 2,Replication 23,4.48,2,12.31,2,1
1497,Phase 2,Week 2,Solution 2,Replication 24,4.46,3,17.21,2,1
1498,Phase 2,Week 2,Solution 2,Replication 25,4.51,3,18.47,1,2
1499,Phase 2,Week 2,Solution 2,Replication 26,4.29,3,16.57,2,1
1500,Phase 2,Week 2,Solution 2,Replication 27,4.46,2,15.10,1,1
1501,Phase 2,Week 2,Solution 3,Replication 1,2.77,3,16.79,1,1
1502,Phase 2,Week 2,Solution 3,Replication 2,2.75,3,18.35,2,1
1503,Phase 2,Week 2,Solution 3,Replication 3,2.88,4,15.05,2,2
1504,Phase 2,Week 2,Solution 3,Replication 4,2.70,3,17.22,1,1
1505,Phase 2,Week 2,Solution 3,Replication 5,2.24,3,18.48,1,1
1506,Phase 2,Week 2,Solution 3,Replication 6,2.73,3,16.03,2,1
1507,Phase 2,Week 2,Solution 3,Replication 7,2.46,4,18.57,2,2
1508,Phase 2,Week 2,Solution 3,Replication 8,2.88,4,19.54,2,1
1509,Phase 2,Week 2,Solution 3,Replication 9,2.88,3,19.53,2,1
1510,Phase 2,Week 2,Solution 3,Replication 10,2.37,4,18.89,2,1
1511,Phase 2,Week 2,Solution 3,Replication 11,2.32,4,19.05,1,2
1512,Phase 2,Week 2,Solution 3,Replication 12,2.01,4,16.92,2,2
1513,Phase 2,Week 2,Solution 3,Replication 13,2.52,4,19.33,1,1
1514,Phase 2,Week 2,Solution 3,Replication 14,2.57,4,19.26,1,2
1515,Phase 2,Week 2,Solution 3,Replication 15,2.78,4,15.39,1,2
1516,Phase 2,Week 2,Solution 3,Replication 16,2.67,3,16.01,2,2
1517,Phase 2,Week 2,Solution 3,Replication 17,2.76,4,19.82,2,2
1518,Phase 2,Week 2,Solution 3,Replication 18,2.58,4,16.33,1,1
1519,Phase 2,Week 2,Solution 3,Replication 19,2.27,3,15.83,2,1
1520,Phase 2,Week 2,Solution 3,Replication 20,2.25,4,17.96,2,2
1521,Phase 2,Week 2,Solution 3,Replication 21,2.95,4,15.43,2,2
1522,Phase 2,Week 2,Solution 3,Replication 22,2.54,4,18.14,2,2
1523,Phase 2,Week 2,Solution 3,Replication 23,2.34,3,16.62,1,2
1524,Phase 2,Week 2,Solution 3,Replication 24,2.29,3,19.18,1,1
1525,Phase 2,Week 2,Solution 3,Replication 25,2.80,3,15.79,2,1
1526,Phase 2,Week 2,Solution 3,Replication 26,2.57,4,19.70,2,1
1527,Phase 2,Week 2,Solution 3,Replication 27,2.60,3,16.15,1,1
1528,Phase 2,Week 2,Solution 5,Replication 1,2.19,3,17.54,2,1
1529,Phase 2,Week 2,Solution 5,Replication 2,2.40,3,16.22,2,2
1530,Phase 2,Week 2,Solution 5,Replication 3,2.14,3,16.36,1,2
1531,Phase 2,Week 2,Solution 5,Replication 4,2.42,4,15.09,1,1
1532,Phase 2,Week 2,Solution 5,Replication 5,2.64,4,18.21,1,1
1533,Phase 2,Week 2,Solution 5,Replication 6,2.32,4,16.16,2,1
1534,Phase 2,Week 2,Solution 5,Replication 7,2.48,3,19.90,1,2
1535,Phase 2,Week 2,Solution 5,Replication 8,2.22,4,18.79,1,2
1536,Phase 2,Week 2,Solution 5,Replication 9,2.07,3,15.11,1,2
1537,Phase 2,Week 2,Solution 5,Replication 10,2.35,4,15.17,1,2
1538,Phase 2,Week 2,Solution 5,Replication 11,2.66,4,16.80,1,1
1539,Phase 2,Week 2,Solution 5,Replication 12,2.14,4,17.68,2,1
1540,Phase 2,Week 2,Solution 5,Replication 13,2.80,4,17.88,2,2
1541,Phase 2,Week 2,Solution 5,Replication 14,2.08,3,18.67,2,1
1542,Phase 2,Week 2,Solution 5,Replication 15,2.02,4,17.97,1,2
1543,Phase 2,Week 2,Solution 5,Replication 16,2.40,3,19.67,1,2
1544,Phase 2,Week 2,Solution 5,Replication 17,2.08,3,15.81,1,2
